"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000110514",567.343298637525,2.17665453596113,0.287031367179632,7.58333333861355,3.36788083518903e-14,9.32713437844859e-13
"ENSG00000160013",330.188172975195,2.69221793423301,0.355031894327044,7.58303120719918,3.37573607077271e-14,9.33056977837289e-13
"ENSG00000167674",20.5530540857322,2.94942454248893,0.389014003647822,7.58179529485286,3.40805708549903e-14,9.41375663753671e-13
"ENSG00000177963",120.973565019222,2.11670454432045,0.27960679638906,7.57029003463547,3.72391866939491e-14,1.01930832039317e-12
"ENSG00000179526",175.862108159157,2.95374610058348,0.390857655891751,7.55708902220284,4.12189874396945e-14,1.11383390260891e-12
"ENSG00000173210",1322.2390899667,2.15507629195533,0.285973268258417,7.53593615613022,4.84843768866217e-14,1.29364021230212e-12
"ENSG00000151690",185.320435724876,2.30618457991977,0.306934993141751,7.5135928826946,5.75262940827084e-14,1.5073313849523e-12
"ENSG00000283632",35.6270840044258,3.43462876046628,0.458218122479846,7.49561964480649,6.59858823977067e-14,1.70888897516754e-12
"ENSG00000204310",605.541092425463,2.46898502010481,0.329713540891975,7.48827304279181,6.97857325178736e-14,1.79739673947587e-12
"ENSG00000171492",680.73690505079,2.27613545949722,0.304125496545199,7.48419808715031,7.19853120953085e-14,1.84283269929653e-12
"ENSG00000177119",3145.93768290887,2.38297858763731,0.320121867218206,7.44397316042453,9.77013581813028e-14,2.41496984471857e-12
"ENSG00000213015",24.6673449864926,3.04976713478684,0.411678915817966,7.40812078929825,1.28101604956148e-13,3.08143205577844e-12
"ENSG00000089351",69.7767135107213,2.20762593305025,0.298003207560614,7.40806097733434,1.28159378457122e-13,3.08143205577844e-12
"ENSG00000110799",373.949541530239,2.38346936027715,0.322233307555148,7.39671940917911,1.39590074312086e-13,3.3222908743895e-12
"ENSG00000128266",1195.23849999514,2.0889745031365,0.282734847695274,7.38845784368241,1.48541502837071e-13,3.51265241538035e-12
"ENSG00000160298",79.0457958515493,2.37312550673921,0.323452094601824,7.33686856985909,2.18649129731262e-13,4.97450280797732e-12
"ENSG00000104687",177.01840251631,2.39498859571897,0.326546508251395,7.33429552973558,2.22890771712339e-13,5.04928735896738e-12
"ENSG00000160813",13.7301255210827,4.13340767208049,0.564101597993053,7.32741705888837,2.34630786776956e-13,5.29539786882157e-12
"ENSG00000227199",9.66928478668235,3.79847490070674,0.519527626792624,7.31140117448067,2.64370928014847e-13,5.89119776766945e-12
"ENSG00000178585",72.037344417306,2.79447582866891,0.38271956228738,7.30162788640149,2.84306664141559e-13,6.28579159168149e-12
"ENSG00000198162",932.218279594343,2.08271471378599,0.285685986092318,7.29022358525131,3.09441058315525e-13,6.78126217749252e-12
"ENSG00000249646",87.9530903690519,2.05890782971299,0.28358210819733,7.26035871163036,3.86065119793927e-13,8.26777210238846e-12
"ENSG00000110218",294.512597017406,2.02215403447498,0.279376902148525,7.23808596531701,4.55060986466378e-13,9.56622740402271e-12
"ENSG00000168884",33.3708180484329,2.5298423169601,0.350720588320245,7.21327005373888,5.46239302763103e-13,1.12349454488458e-11
"ENSG00000130340",151.830708577229,2.143884918787,0.2972155406601,7.21323290843252,5.46388395531928e-13,1.12349454488458e-11
"ENSG00000133275",64.7171032287746,2.9277273476867,0.406158767626331,7.20833226079766,5.66412873393579e-13,1.15959814046425e-11
"ENSG00000189060",313.073885592637,2.53610754371666,0.353708898381858,7.17004167924189,7.49749372396117e-13,1.48526969776389e-11
"ENSG00000146540",285.989094308906,2.92542421537459,0.409378661326607,7.14601050747159,8.9336224588204e-13,1.72859671508872e-11
"ENSG00000197063",149.594872168259,2.14581319629719,0.300938952810683,7.13039364381349,1.00082284191335e-12,1.90859937815444e-11
"ENSG00000131791",107.398040843617,2.44618523481645,0.343201069038762,7.12755715379247,1.02165855994034e-12,1.94307978790991e-11
"ENSG00000164116",843.893717613545,2.53212652968582,0.355381276631633,7.12509829917255,1.04006433563817e-12,1.97453577798118e-11
"ENSG00000112096",2038.72120506762,2.32178863468773,0.326203375005807,7.1176107072663,1.09814008310176e-12,2.07085534298651e-11
"ENSG00000267185",17.4203036638205,2.21485893643112,0.311936583589471,7.10035004854069,1.24441289746811e-12,2.31879438935086e-11
"ENSG00000171611",923.084116466091,2.56064573500846,0.360746178622021,7.09819226579094,1.26399263153433e-12,2.35010440196125e-11
"ENSG00000113758",184.05623433652,2.93969015617405,0.416458877850635,7.05877653838461,1.67974940731032e-12,3.0147318468546e-11
